rental_id,branch,vehicle_type,rental_start,rental_end,rental_hours,price,feedback_score,maintenance_required
5713,Hanoi Center,Car,2025-08-18,2025-08-18 06:00:00,6,36,1,1
5714,Hanoi Center,Bike,2025-09-05,2025-09-07 01:00:00,49,441,2,1
5715,Hanoi Center,Electric Scooter,2025-02-03,2025-02-04 14:00:00,38,722,2,1
5716,Da Nang City,Car,2025-03-11,2025-03-13 20:00:00,68,476,1,0
5717,HCM District 1,Bike,2025-08-07,2025-08-09 08:00:00,56,560,2,1
5718,Hanoi Center,Car,2025-06-06,2025-06-07 08:00:00,32,384,4,0
5719,Da Nang City,Electric Scooter,2025-08-04,2025-08-06 08:00:00,56,1008,2,1
5720,Da Nang City,Electric Scooter,2025-05-06,2025-05-07 05:00:00,29,174,3,1
5721,HCM District 1,Electric Scooter,2025-06-13,2025-06-14 09:00:00,33,165,5,0
5722,Da Nang City,Bike,2025-06-26,2025-06-27 11:00:00,35,455,4,0
5723,Da Nang City,Bike,2025-01-11,2025-01-12 11:00:00,35,665,4,0
5724,Da Nang City,Electric Scooter,2025-09-14,2025-09-15 19:00:00,43,860,1,0
5725,Hanoi Center,Bike,2025-04-21,2025-04-23 22:00:00,70,630,1,0
5726,Hanoi Center,Car,2025-09-28,2025-09-29 04:00:00,28,140,3,1
5727,Da Nang City,Bike,2025-01-11,2025-01-13 23:00:00,71,1349,3,0
5728,HCM District 1,Car,2025-05-19,2025-05-20 17:00:00,41,451,1,0
5729,Hanoi Center,Car,2025-01-30,2025-01-30 13:00:00,13,117,5,1
5730,HCM District 1,Bike,2025-06-20,2025-06-22 07:00:00,55,440,2,1
5731,HCM District 1,Car,2025-10-03,2025-10-04 21:00:00,45,225,2,0
5732,HCM District 1,Bike,2025-03-17,2025-03-17 06:00:00,6,36,4,1
5733,Da Nang City,Electric Scooter,2025-03-23,2025-03-25 10:00:00,58,580,1,1
5734,Hanoi Center,Bike,2025-01-17,2025-01-19 19:00:00,67,335,5,1
5735,Hanoi Center,Bike,2025-05-13,2025-05-15 17:00:00,65,1235,2,0
5736,Hanoi Center,Car,2025-08-26,2025-08-26 16:00:00,16,256,5,0
5737,HCM District 1,Bike,2025-05-06,2025-05-07 12:00:00,36,576,5,0
5738,HCM District 1,Electric Scooter,2025-09-29,2025-10-01 20:00:00,68,816,3,0
5739,HCM District 1,Bike,2025-04-10,2025-04-10 04:00:00,4,20,4,1
5740,Da Nang City,Bike,2025-05-08,2025-05-09 16:00:00,40,560,5,1
5741,HCM District 1,Car,2025-06-10,2025-06-12 04:00:00,52,676,3,1
5742,Hanoi Center,Bike,2025-04-16,2025-04-17 18:00:00,42,630,3,1
5743,HCM District 1,Car,2025-08-10,2025-08-10 19:00:00,19,361,5,0
5744,Hanoi Center,Bike,2025-05-03,2025-05-04 10:00:00,34,578,5,1
5745,Da Nang City,Electric Scooter,2025-08-23,2025-08-24 08:00:00,32,352,5,0
5746,Da Nang City,Bike,2025-01-05,2025-01-05 13:00:00,13,182,4,0
5747,HCM District 1,Car,2025-01-26,2025-01-27 23:00:00,47,611,1,1
5748,Hanoi Center,Electric Scooter,2025-07-31,2025-07-31 03:00:00,3,45,2,0
5749,Da Nang City,Car,2025-09-23,2025-09-24 15:00:00,39,507,3,0
5750,HCM District 1,Bike,2025-06-30,2025-07-01 08:00:00,32,384,1,0
5751,Da Nang City,Car,2025-02-10,2025-02-11 19:00:00,43,817,1,0
5752,Da Nang City,Bike,2025-10-20,2025-10-21 00:00:00,24,432,2,0
5753,Da Nang City,Car,2025-10-28,2025-10-28 05:00:00,5,30,5,0
5754,Hanoi Center,Car,2025-07-17,2025-07-18 15:00:00,39,390,2,0
5755,Hanoi Center,Bike,2025-07-02,2025-07-04 14:00:00,62,1116,4,0
5756,Da Nang City,Electric Scooter,2025-04-05,2025-04-06 16:00:00,40,320,3,0
5757,Da Nang City,Bike,2025-07-02,2025-07-04 09:00:00,57,456,3,0
5758,HCM District 1,Bike,2025-05-22,2025-05-23 02:00:00,26,182,4,0
5759,Da Nang City,Bike,2025-10-05,2025-10-05 20:00:00,20,360,1,0
5760,HCM District 1,Car,2025-10-02,2025-10-02 19:00:00,19,342,4,0
5761,Hanoi Center,Electric Scooter,2025-03-26,2025-03-26 18:00:00,18,162,5,0
5762,Hanoi Center,Car,2025-10-17,2025-10-17 17:00:00,17,323,3,0
5763,HCM District 1,Car,2025-08-31,2025-08-31 15:00:00,15,270,5,1
5764,HCM District 1,Electric Scooter,2025-10-13,2025-10-14 16:00:00,40,520,5,1
5765,Hanoi Center,Bike,2025-02-25,2025-02-27 18:00:00,66,594,4,0
5766,HCM District 1,Car,2025-04-26,2025-04-28 06:00:00,54,648,3,0
5767,HCM District 1,Bike,2025-02-27,2025-03-01 13:00:00,61,854,4,1
5768,HCM District 1,Car,2025-05-07,2025-05-07 23:00:00,23,391,1,1
5769,HCM District 1,Car,2025-01-05,2025-01-05 13:00:00,13,65,2,0
5770,Da Nang City,Electric Scooter,2025-05-04,2025-05-06 19:00:00,67,1072,5,0
5771,Da Nang City,Car,2025-02-16,2025-02-18 15:00:00,63,945,1,0
5772,Hanoi Center,Electric Scooter,2025-09-04,2025-09-04 09:00:00,9,144,1,0
5773,Da Nang City,Bike,2025-07-09,2025-07-10 22:00:00,46,368,5,1
5774,HCM District 1,Electric Scooter,2025-08-31,2025-08-31 04:00:00,4,80,2,0
5775,Da Nang City,Car,2025-04-12,2025-04-12 18:00:00,18,288,3,1
5776,HCM District 1,Electric Scooter,2025-09-05,2025-09-06 08:00:00,32,512,5,1
5777,HCM District 1,Car,2025-03-15,2025-03-16 05:00:00,29,580,2,1
5778,Hanoi Center,Electric Scooter,2025-05-22,2025-05-24 00:00:00,48,768,2,0
5779,Hanoi Center,Car,2025-01-16,2025-01-18 21:00:00,69,1173,3,0
5780,Da Nang City,Electric Scooter,2025-03-25,2025-03-26 02:00:00,26,520,5,1
5781,Hanoi Center,Electric Scooter,2025-06-30,2025-06-30 03:00:00,3,45,3,1
5782,Hanoi Center,Car,2025-09-25,2025-09-25 12:00:00,12,144,4,1
5783,Da Nang City,Electric Scooter,2025-04-26,2025-04-26 03:00:00,3,51,5,0
5784,Hanoi Center,Electric Scooter,2025-09-21,2025-09-22 12:00:00,36,540,1,1
5785,HCM District 1,Bike,2025-04-25,2025-04-25 06:00:00,6,66,5,0
5786,Da Nang City,Car,2025-01-25,2025-01-25 03:00:00,3,36,5,0
5787,Hanoi Center,Car,2025-01-20,2025-01-22 04:00:00,52,624,4,0
5788,Da Nang City,Electric Scooter,2025-02-05,2025-02-05 05:00:00,5,25,2,0
5789,Da Nang City,Bike,2025-05-31,2025-06-01 00:00:00,24,384,2,0
5790,Hanoi Center,Bike,2025-08-10,2025-08-12 12:00:00,60,900,1,1
5791,Da Nang City,Bike,2025-09-11,2025-09-11 11:00:00,11,99,1,0
5792,Da Nang City,Bike,2025-06-15,2025-06-17 20:00:00,68,612,1,1
5793,Hanoi Center,Car,2025-05-02,2025-05-03 05:00:00,29,551,5,0
5794,Hanoi Center,Electric Scooter,2025-08-18,2025-08-20 03:00:00,51,663,3,1
5795,Hanoi Center,Car,2025-05-27,2025-05-28 18:00:00,42,210,4,0
5796,Hanoi Center,Electric Scooter,2025-09-21,2025-09-21 06:00:00,6,102,4,0
5797,Hanoi Center,Car,2025-10-19,2025-10-20 23:00:00,47,564,5,1
5798,HCM District 1,Bike,2025-07-12,2025-07-14 20:00:00,68,1292,3,0
5799,HCM District 1,Electric Scooter,2025-03-26,2025-03-26 17:00:00,17,170,1,0
5800,Da Nang City,Electric Scooter,2025-05-31,2025-06-02 23:00:00,71,710,4,0
5801,Da Nang City,Electric Scooter,2025-10-06,2025-10-07 03:00:00,27,324,3,0
5802,Hanoi Center,Electric Scooter,2025-03-20,2025-03-21 01:00:00,25,475,4,1
5803,Hanoi Center,Bike,2025-08-16,2025-08-18 01:00:00,49,637,3,1
5804,HCM District 1,Bike,2025-06-05,2025-06-07 21:00:00,69,828,3,1
5805,Da Nang City,Electric Scooter,2025-06-16,2025-06-18 20:00:00,68,748,5,0
5806,Hanoi Center,Car,2025-06-21,2025-06-21 18:00:00,18,180,4,1
5807,Hanoi Center,Car,2025-01-30,2025-02-01 19:00:00,67,1139,2,1
5808,Da Nang City,Car,2025-09-04,2025-09-04 15:00:00,15,300,3,0
5809,Hanoi Center,Car,2025-06-03,2025-06-05 23:00:00,71,497,1,0
5810,HCM District 1,Electric Scooter,2025-03-10,2025-03-10 07:00:00,7,49,3,1
5811,Da Nang City,Bike,2025-10-26,2025-10-27 18:00:00,42,420,1,1
5812,HCM District 1,Car,2025-07-18,2025-07-19 06:00:00,30,150,4,0
5813,Da Nang City,Bike,2025-03-29,2025-03-31 07:00:00,55,550,2,1
5814,Da Nang City,Bike,2025-08-09,2025-08-09 23:00:00,23,276,5,1
5815,HCM District 1,Electric Scooter,2025-10-02,2025-10-02 16:00:00,16,176,2,1
5816,HCM District 1,Electric Scooter,2025-07-25,2025-07-25 02:00:00,2,34,5,0
5817,HCM District 1,Car,2025-02-07,2025-02-09 22:00:00,70,490,3,1
5818,HCM District 1,Bike,2025-07-29,2025-07-30 03:00:00,27,486,1,0
5819,Hanoi Center,Car,2025-08-09,2025-08-10 09:00:00,33,231,3,0
5820,Da Nang City,Bike,2025-07-26,2025-07-28 07:00:00,55,385,4,0
5821,HCM District 1,Electric Scooter,2025-01-30,2025-01-30 12:00:00,12,168,4,1
5822,HCM District 1,Electric Scooter,2025-07-27,2025-07-29 14:00:00,62,930,2,0
5823,HCM District 1,Bike,2025-08-16,2025-08-16 05:00:00,5,95,3,0
5824,Hanoi Center,Electric Scooter,2025-05-11,2025-05-13 10:00:00,58,348,4,1
5825,Hanoi Center,Car,2025-02-24,2025-02-26 09:00:00,57,399,1,0
5826,Hanoi Center,Car,2025-08-22,2025-08-23 02:00:00,26,208,5,0
5827,Hanoi Center,Electric Scooter,2025-10-01,2025-10-01 01:00:00,1,12,3,0
5828,Da Nang City,Bike,2025-03-29,2025-03-30 14:00:00,38,684,2,0
5829,Da Nang City,Electric Scooter,2025-01-10,2025-01-11 02:00:00,26,364,5,1
5830,Hanoi Center,Electric Scooter,2025-09-07,2025-09-09 17:00:00,65,1170,1,1
5831,Da Nang City,Car,2025-01-17,2025-01-18 19:00:00,43,473,1,1
5832,Hanoi Center,Car,2025-07-20,2025-07-21 19:00:00,43,559,4,1
5833,Hanoi Center,Electric Scooter,2025-02-12,2025-02-13 14:00:00,38,494,3,1
5834,Da Nang City,Bike,2025-01-26,2025-01-26 01:00:00,1,9,1,0
5835,Da Nang City,Electric Scooter,2025-10-05,2025-10-06 13:00:00,37,481,4,0
5836,Da Nang City,Bike,2025-01-15,2025-01-17 15:00:00,63,567,1,0
5837,HCM District 1,Electric Scooter,2025-09-17,2025-09-17 08:00:00,8,96,3,1
5838,Da Nang City,Electric Scooter,2025-02-26,2025-02-27 10:00:00,34,374,3,1
5839,Da Nang City,Bike,2025-10-09,2025-10-09 13:00:00,13,234,1,1
5840,Da Nang City,Electric Scooter,2025-08-29,2025-08-30 17:00:00,41,656,3,1
5841,Da Nang City,Bike,2025-05-26,2025-05-27 19:00:00,43,387,1,1
5842,Da Nang City,Electric Scooter,2025-07-08,2025-07-08 23:00:00,23,230,4,0
5843,Da Nang City,Car,2025-08-18,2025-08-19 17:00:00,41,451,5,1
5844,HCM District 1,Car,2025-01-25,2025-01-27 10:00:00,58,1044,1,1
5845,HCM District 1,Electric Scooter,2025-03-29,2025-03-31 00:00:00,48,384,5,0
5846,HCM District 1,Bike,2025-07-24,2025-07-24 08:00:00,8,96,4,1
5847,Hanoi Center,Car,2025-05-15,2025-05-15 10:00:00,10,180,3,1
5848,Hanoi Center,Car,2025-02-18,2025-02-19 09:00:00,33,165,2,1
5849,Hanoi Center,Electric Scooter,2025-10-01,2025-10-02 22:00:00,46,414,3,0
5850,Da Nang City,Bike,2025-03-31,2025-03-31 16:00:00,16,224,1,1
5851,Hanoi Center,Electric Scooter,2025-02-19,2025-02-21 16:00:00,64,448,4,1
5852,Hanoi Center,Car,2025-10-14,2025-10-14 01:00:00,1,9,5,1
5853,Hanoi Center,Car,2025-05-04,2025-05-06 14:00:00,62,868,4,0
5854,Da Nang City,Electric Scooter,2025-07-20,2025-07-22 11:00:00,59,944,5,1
5855,Da Nang City,Bike,2025-04-20,2025-04-20 20:00:00,20,240,5,0
5856,HCM District 1,Electric Scooter,2025-04-02,2025-04-02 09:00:00,9,90,4,0
5857,Da Nang City,Bike,2025-07-30,2025-07-31 20:00:00,44,792,4,0
5858,Hanoi Center,Car,2025-01-22,2025-01-22 16:00:00,16,304,4,1
5859,HCM District 1,Car,2025-04-08,2025-04-08 16:00:00,16,128,1,1
5860,HCM District 1,Car,2025-06-09,2025-06-11 02:00:00,50,450,1,0
5861,Hanoi Center,Bike,2025-10-17,2025-10-18 17:00:00,41,205,5,0
5862,Da Nang City,Electric Scooter,2025-02-12,2025-02-14 17:00:00,65,1105,5,0
5863,HCM District 1,Electric Scooter,2025-05-11,2025-05-13 02:00:00,50,500,2,1
5864,Da Nang City,Car,2025-05-30,2025-06-01 05:00:00,53,636,4,1
5865,HCM District 1,Bike,2025-07-06,2025-07-08 03:00:00,51,663,1,0
5866,Hanoi Center,Bike,2025-05-20,2025-05-22 17:00:00,65,845,2,0
5867,Da Nang City,Car,2025-10-28,2025-10-29 18:00:00,42,252,4,1
5868,HCM District 1,Bike,2025-01-31,2025-02-01 09:00:00,33,231,3,1
5869,Hanoi Center,Electric Scooter,2025-07-21,2025-07-21 07:00:00,7,91,1,1
5870,Hanoi Center,Bike,2025-06-28,2025-06-29 01:00:00,25,500,3,1
5871,HCM District 1,Electric Scooter,2025-04-11,2025-04-11 05:00:00,5,25,3,0
5872,Da Nang City,Electric Scooter,2025-10-10,2025-10-12 23:00:00,71,1420,3,1
5873,Hanoi Center,Car,2025-10-02,2025-10-04 01:00:00,49,931,3,0
5874,Hanoi Center,Car,2025-09-20,2025-09-22 23:00:00,71,1065,4,0
5875,Da Nang City,Electric Scooter,2025-09-28,2025-09-30 12:00:00,60,420,2,0
5876,Hanoi Center,Car,2025-08-15,2025-08-16 17:00:00,41,697,3,0
5877,HCM District 1,Car,2025-08-13,2025-08-14 17:00:00,41,246,3,0
5878,HCM District 1,Car,2025-06-17,2025-06-18 22:00:00,46,460,5,0
5879,Da Nang City,Electric Scooter,2025-04-10,2025-04-12 02:00:00,50,600,5,0
5880,Da Nang City,Bike,2025-05-28,2025-05-30 07:00:00,55,1100,3,1
5881,HCM District 1,Electric Scooter,2025-03-02,2025-03-03 00:00:00,24,144,2,1
5882,HCM District 1,Bike,2025-03-22,2025-03-23 15:00:00,39,312,1,1
5883,HCM District 1,Electric Scooter,2025-05-03,2025-05-04 15:00:00,39,234,1,1
5884,HCM District 1,Electric Scooter,2025-09-06,2025-09-06 07:00:00,7,126,5,1
5885,Hanoi Center,Car,2025-03-15,2025-03-15 01:00:00,1,10,5,0
5886,Hanoi Center,Car,2025-10-05,2025-10-05 15:00:00,15,255,1,1
5887,Da Nang City,Car,2025-10-19,2025-10-19 05:00:00,5,45,4,0
5888,Da Nang City,Electric Scooter,2025-06-20,2025-06-21 01:00:00,25,275,2,0
5889,HCM District 1,Bike,2025-06-27,2025-06-29 11:00:00,59,531,2,0
5890,Hanoi Center,Electric Scooter,2025-10-07,2025-10-09 05:00:00,53,424,5,0
5891,HCM District 1,Car,2025-09-24,2025-09-26 04:00:00,52,364,2,1
5892,HCM District 1,Car,2025-07-26,2025-07-26 09:00:00,9,144,2,1
5893,Da Nang City,Electric Scooter,2025-01-18,2025-01-18 07:00:00,7,63,2,0
5894,HCM District 1,Bike,2025-04-18,2025-04-18 15:00:00,15,300,5,0
5895,Hanoi Center,Car,2025-01-08,2025-01-10 07:00:00,55,880,4,0
5896,HCM District 1,Bike,2025-02-08,2025-02-09 21:00:00,45,585,5,1
5897,Hanoi Center,Electric Scooter,2025-07-22,2025-07-24 11:00:00,59,826,2,1
5898,HCM District 1,Bike,2025-05-05,2025-05-07 09:00:00,57,285,4,1
5899,Hanoi Center,Electric Scooter,2025-01-26,2025-01-28 17:00:00,65,585,1,1
5900,Da Nang City,Electric Scooter,2025-04-07,2025-04-07 10:00:00,10,190,5,0
5901,Hanoi Center,Bike,2025-01-25,2025-01-26 23:00:00,47,846,3,0
5902,Da Nang City,Car,2025-09-24,2025-09-24 06:00:00,6,102,1,0
5903,HCM District 1,Car,2025-03-30,2025-04-01 02:00:00,50,500,1,1
5904,HCM District 1,Bike,2025-07-04,2025-07-04 02:00:00,2,36,2,1
5905,HCM District 1,Bike,2025-03-14,2025-03-16 00:00:00,48,384,1,1
5906,Da Nang City,Car,2025-09-21,2025-09-21 01:00:00,1,6,5,1
5907,Hanoi Center,Bike,2025-06-26,2025-06-27 08:00:00,32,640,1,0
5908,HCM District 1,Electric Scooter,2025-01-19,2025-01-19 14:00:00,14,70,2,0
5909,Da Nang City,Electric Scooter,2025-04-06,2025-04-06 20:00:00,20,280,2,0
5910,HCM District 1,Bike,2025-08-10,2025-08-11 15:00:00,39,234,1,0
5911,Hanoi Center,Car,2025-03-28,2025-03-31 00:00:00,72,648,5,0
5912,Da Nang City,Car,2025-10-01,2025-10-02 07:00:00,31,465,4,0
5913,HCM District 1,Bike,2025-07-25,2025-07-27 06:00:00,54,594,4,1
5914,Hanoi Center,Bike,2025-04-18,2025-04-20 19:00:00,67,1273,2,1
5915,Da Nang City,Bike,2025-08-27,2025-08-29 11:00:00,59,826,2,0
5916,Da Nang City,Electric Scooter,2025-05-26,2025-05-28 05:00:00,53,1060,2,1
5917,HCM District 1,Electric Scooter,2025-04-15,2025-04-17 13:00:00,61,671,3,0
5918,HCM District 1,Electric Scooter,2025-03-10,2025-03-11 02:00:00,26,390,5,0
5919,Da Nang City,Electric Scooter,2025-05-25,2025-05-26 06:00:00,30,240,1,1
5920,HCM District 1,Car,2025-08-27,2025-08-27 16:00:00,16,256,3,1
5921,Hanoi Center,Bike,2025-01-16,2025-01-16 19:00:00,19,171,1,0
5922,HCM District 1,Car,2025-06-22,2025-06-24 13:00:00,61,854,5,1
5923,HCM District 1,Bike,2025-03-15,2025-03-15 15:00:00,15,90,1,1
5924,Hanoi Center,Car,2025-05-10,2025-05-11 01:00:00,25,325,2,0
5925,Da Nang City,Electric Scooter,2025-01-10,2025-01-11 17:00:00,41,328,4,0
5926,Hanoi Center,Electric Scooter,2025-02-18,2025-02-19 15:00:00,39,507,4,1
5927,Hanoi Center,Bike,2025-08-04,2025-08-05 20:00:00,44,352,4,0
5928,HCM District 1,Electric Scooter,2025-01-17,2025-01-18 10:00:00,34,204,4,0
5929,Da Nang City,Bike,2025-02-25,2025-02-27 04:00:00,52,364,1,0
5930,Da Nang City,Car,2025-09-18,2025-09-18 19:00:00,19,266,5,0
5931,HCM District 1,Car,2025-06-27,2025-06-29 08:00:00,56,504,2,0
5932,Da Nang City,Electric Scooter,2025-08-29,2025-08-30 16:00:00,40,360,3,1
5933,Da Nang City,Electric Scooter,2025-03-17,2025-03-18 12:00:00,36,468,5,0
5934,Da Nang City,Electric Scooter,2025-06-04,2025-06-06 03:00:00,51,816,4,1
5935,Da Nang City,Car,2025-06-25,2025-06-26 16:00:00,40,440,5,1
5936,Hanoi Center,Bike,2025-03-01,2025-03-01 13:00:00,13,130,3,0
5937,HCM District 1,Electric Scooter,2025-04-27,2025-04-28 10:00:00,34,442,4,0
5938,Da Nang City,Bike,2025-10-23,2025-10-24 13:00:00,37,185,2,0
5939,Hanoi Center,Electric Scooter,2025-06-25,2025-06-27 11:00:00,59,472,5,1
5940,HCM District 1,Car,2025-08-14,2025-08-14 02:00:00,2,34,5,1
5941,HCM District 1,Bike,2025-02-23,2025-02-24 06:00:00,30,210,5,1
5942,Da Nang City,Bike,2025-08-06,2025-08-08 02:00:00,50,500,5,0
5943,Hanoi Center,Electric Scooter,2025-09-13,2025-09-13 12:00:00,12,192,3,0
5944,Da Nang City,Car,2025-02-06,2025-02-08 03:00:00,51,663,5,1
5945,Da Nang City,Bike,2025-08-31,2025-08-31 01:00:00,1,14,3,1
5946,Da Nang City,Electric Scooter,2025-03-14,2025-03-15 04:00:00,28,336,5,0
5947,Da Nang City,Electric Scooter,2025-06-14,2025-06-16 15:00:00,63,630,2,0
5948,Hanoi Center,Electric Scooter,2025-04-16,2025-04-16 04:00:00,4,56,4,1
5949,HCM District 1,Car,2025-07-13,2025-07-14 16:00:00,40,680,1,1
5950,Da Nang City,Bike,2025-01-22,2025-01-22 13:00:00,13,221,1,0
5951,HCM District 1,Car,2025-01-05,2025-01-06 01:00:00,25,275,2,1
5952,Hanoi Center,Bike,2025-05-11,2025-05-11 08:00:00,8,144,4,0
5953,Da Nang City,Bike,2025-10-14,2025-10-14 16:00:00,16,304,3,1
5954,Hanoi Center,Bike,2025-08-29,2025-08-31 17:00:00,65,520,4,0
5955,Hanoi Center,Electric Scooter,2025-05-31,2025-05-31 20:00:00,20,100,1,1
5956,Hanoi Center,Car,2025-09-17,2025-09-18 17:00:00,41,779,3,1
5957,Da Nang City,Bike,2025-03-27,2025-03-28 20:00:00,44,616,5,0
5958,Da Nang City,Bike,2025-08-17,2025-08-18 07:00:00,31,496,2,1
5959,Hanoi Center,Electric Scooter,2025-04-16,2025-04-18 22:00:00,70,350,2,0
5960,Hanoi Center,Car,2025-02-21,2025-02-21 06:00:00,6,42,3,0
5961,HCM District 1,Car,2025-06-02,2025-06-02 20:00:00,20,160,1,1
5962,Da Nang City,Bike,2025-02-02,2025-02-04 01:00:00,49,833,4,0
5963,Da Nang City,Bike,2025-07-06,2025-07-07 09:00:00,33,627,3,1
5964,Da Nang City,Bike,2025-07-13,2025-07-15 12:00:00,60,480,2,1
5965,HCM District 1,Electric Scooter,2025-05-21,2025-05-23 09:00:00,57,798,1,1
5966,HCM District 1,Bike,2025-02-02,2025-02-02 18:00:00,18,198,3,1
5967,Da Nang City,Bike,2025-01-18,2025-01-18 07:00:00,7,91,5,1
5968,Da Nang City,Electric Scooter,2025-07-27,2025-07-28 14:00:00,38,608,5,1
5969,HCM District 1,Car,2025-07-24,2025-07-24 11:00:00,11,66,3,1
5970,Da Nang City,Electric Scooter,2025-10-24,2025-10-26 16:00:00,64,896,1,0
5971,Da Nang City,Bike,2025-06-25,2025-06-25 13:00:00,13,130,4,1
5972,HCM District 1,Electric Scooter,2025-07-08,2025-07-10 22:00:00,70,350,5,1
5973,HCM District 1,Bike,2025-08-27,2025-08-27 14:00:00,14,224,1,1
5974,Hanoi Center,Bike,2025-04-18,2025-04-20 10:00:00,58,812,2,0
5975,HCM District 1,Car,2025-06-20,2025-06-22 10:00:00,58,406,5,0
5976,Hanoi Center,Car,2025-07-11,2025-07-12 04:00:00,28,168,4,1
5977,Da Nang City,Electric Scooter,2025-01-03,2025-01-04 08:00:00,32,160,1,1
5978,HCM District 1,Car,2025-03-17,2025-03-18 17:00:00,41,205,2,1
5979,HCM District 1,Electric Scooter,2025-06-19,2025-06-19 16:00:00,16,208,4,0
5980,Hanoi Center,Car,2025-07-16,2025-07-18 21:00:00,69,345,2,1
5981,HCM District 1,Electric Scooter,2025-10-14,2025-10-14 16:00:00,16,80,5,0
5982,Da Nang City,Electric Scooter,2025-02-11,2025-02-12 14:00:00,38,570,4,0
5983,HCM District 1,Bike,2025-06-03,2025-06-05 10:00:00,58,928,4,1
5984,Hanoi Center,Bike,2025-10-05,2025-10-07 19:00:00,67,871,1,1
5985,Da Nang City,Car,2025-09-28,2025-09-29 14:00:00,38,266,1,1
5986,HCM District 1,Electric Scooter,2025-06-24,2025-06-26 07:00:00,55,330,2,1
5987,HCM District 1,Car,2025-04-30,2025-05-01 01:00:00,25,275,2,1
5988,Da Nang City,Electric Scooter,2025-02-28,2025-03-01 23:00:00,47,893,5,1
5989,Da Nang City,Bike,2025-03-15,2025-03-17 10:00:00,58,290,1,0
5990,HCM District 1,Bike,2025-02-11,2025-02-13 19:00:00,67,938,3,0
5991,HCM District 1,Car,2025-07-18,2025-07-19 15:00:00,39,312,2,0
5992,Hanoi Center,Bike,2025-01-06,2025-01-08 16:00:00,64,1088,4,0
5993,Hanoi Center,Car,2025-05-12,2025-05-13 08:00:00,32,160,2,0
5994,Da Nang City,Bike,2025-06-17,2025-06-17 08:00:00,8,128,5,1
5995,Da Nang City,Car,2025-02-24,2025-02-25 13:00:00,37,555,3,1
5996,Hanoi Center,Car,2025-01-18,2025-01-19 03:00:00,27,432,1,1
5997,HCM District 1,Bike,2025-01-03,2025-01-03 18:00:00,18,270,2,1
5998,Hanoi Center,Electric Scooter,2025-04-24,2025-04-24 18:00:00,18,306,5,1
5999,HCM District 1,Electric Scooter,2025-10-02,2025-10-03 18:00:00,42,252,5,0
6000,Hanoi Center,Car,2025-01-02,2025-01-03 12:00:00,36,540,5,1
6001,Da Nang City,Electric Scooter,2025-08-27,2025-08-27 05:00:00,5,60,1,0
6002,Da Nang City,Bike,2025-08-31,2025-08-31 21:00:00,21,357,5,0
6003,HCM District 1,Bike,2025-07-26,2025-07-27 14:00:00,38,304,1,0
6004,HCM District 1,Bike,2025-06-07,2025-06-09 09:00:00,57,1083,4,1
6005,HCM District 1,Electric Scooter,2025-05-01,2025-05-01 17:00:00,17,238,4,0
6006,HCM District 1,Electric Scooter,2025-07-25,2025-07-27 19:00:00,67,804,1,0
6007,HCM District 1,Car,2025-09-02,2025-09-03 15:00:00,39,429,5,0
6008,Da Nang City,Bike,2025-06-29,2025-07-01 22:00:00,70,630,2,0
6009,HCM District 1,Car,2025-04-17,2025-04-17 05:00:00,5,80,2,0
6010,HCM District 1,Car,2025-04-25,2025-04-26 06:00:00,30,300,3,1
6011,HCM District 1,Electric Scooter,2025-01-02,2025-01-04 05:00:00,53,954,4,0
6012,Da Nang City,Car,2025-01-09,2025-01-11 06:00:00,54,702,5,0
6013,Da Nang City,Electric Scooter,2025-01-02,2025-01-04 02:00:00,50,700,3,1
6014,Da Nang City,Bike,2025-06-30,2025-07-01 06:00:00,30,420,5,1
6015,Hanoi Center,Bike,2025-06-05,2025-06-06 05:00:00,29,261,5,0
6016,HCM District 1,Bike,2025-06-09,2025-06-09 06:00:00,6,96,1,0
6017,Da Nang City,Car,2025-01-22,2025-01-22 18:00:00,18,360,5,1
6018,Da Nang City,Bike,2025-06-06,2025-06-08 09:00:00,57,399,2,1
6019,Hanoi Center,Car,2025-05-14,2025-05-16 19:00:00,67,335,4,0
6020,HCM District 1,Car,2025-06-29,2025-06-29 07:00:00,7,84,5,1
6021,Hanoi Center,Car,2025-06-07,2025-06-08 14:00:00,38,418,5,0
6022,Da Nang City,Electric Scooter,2025-10-03,2025-10-04 17:00:00,41,656,4,1
6023,HCM District 1,Electric Scooter,2025-07-11,2025-07-11 02:00:00,2,26,4,1
6024,HCM District 1,Electric Scooter,2025-01-13,2025-01-15 20:00:00,68,544,3,1
6025,Da Nang City,Electric Scooter,2025-04-29,2025-04-30 03:00:00,27,459,2,0
6026,Hanoi Center,Bike,2025-03-13,2025-03-13 21:00:00,21,168,4,1
6027,HCM District 1,Car,2025-02-10,2025-02-11 10:00:00,34,442,3,0
6028,Hanoi Center,Bike,2025-05-24,2025-05-25 19:00:00,43,215,4,0
6029,Da Nang City,Electric Scooter,2025-02-05,2025-02-05 05:00:00,5,80,4,1
6030,Da Nang City,Electric Scooter,2025-01-15,2025-01-17 12:00:00,60,1020,3,1
6031,Hanoi Center,Bike,2025-06-03,2025-06-05 09:00:00,57,855,2,1
6032,HCM District 1,Electric Scooter,2025-07-19,2025-07-21 04:00:00,52,884,3,1
6033,Hanoi Center,Bike,2025-03-15,2025-03-17 04:00:00,52,936,5,0
